5353305;"Environmental";"environmental, science";"Promoting Products and Services to the Environmental Industries
Environmental businesses require a variety of services including liability insurance, engineering supplies and equipment, fabrication, installation and accounting contractors who oversee environmental projects. Cold calls require a defined calling script to establish a long-term vendor/client relationship. Environmental companies accept cold colds only when they are distinctly related to the type of environmental work these companies perform. The first line of contact should be estimators and purchasers."
5353309;"Equine";"agriculture";"Those who work in the world of horses tend to be busy and active folks. Expecting them to be available to come to the phone is probably a bad idea. Email cold calls are probably the best way to reach an equine specialist. They will sit down to read email when they have the time. When cold calling on those who work with horses, be sure to know your stuff. You want to catch their attention, not have them put you aside as just another guy who knows nothing about horses. Catch their attention with something interesting and new."
5353313;"Executive";"executives, business";"Business executives have very busy schedules throughout the day, and sometimes it might be difficult to reach these individuals on the telephone.  Usually, they have an executive assistant who will screen his or her calls, and the executive will only receive the phone calls that are important.  The best way to introduce a new product or service to an executive might be to start with a lower-level executive who can make an introduction."
5353317;"Fashion";"arts, fashion";"Fashion designers are extremely busy people.  They do not like their creative processes to be disrupted.  If a designer is in the middle of designing a new line of clothing, they might not be receptive to learning about new products and services.  Therefore, the first line of communication to introduce a new product or service would be the designer's assistant.  If the assistant believes in the product, they will pass the information to the designer."
5353321;"Film, Television, Theater";"arts, tv";"These areas of cold calling present a whole world of problems as it pertains to getting in the front door.  The first is where to find them.  Not all areas of a town have theaters of television stations, and many that do are hard to get in touch with.  It is important to know that most theaters and other artistically viable places are usually short on money and will not want to hear about products.  These are a tough sell but very rewarding if someones gets them."
5353325;"Freelance";"freelancers, business";"Freelancers can be the easiest people to get in touch with because they often work from home. One of the best ways to reach a freelancer is via email since this is often how they keep in touch with their clients. However, many freelancers are used to getting scam emails from make money fast online gurus. You'll need to make sure your subject line stands out from the crowd in order for them to open it."
5353329;"Funeral";"business";"Call funeral parlors on weekdays, during early business hours. Remember their business requires a certain decorum. Assure the person on the line you don't wish to intrude if they are in the midst of a delicate situation. Also, let them know at once that you are reaching out with a product or plan to assist their business. Even if you have to call back you'll get points for understanding the sensitive nature of their business."
5353333;"Forensic";"publicsector, business, science";"Calling a forensics research department may bring a lot of unneeded headache to the table.  They are constantly under a lot of pressure and the last thing they want to do is answer questions from a cold caller.  If this situation is on the table, however, the key is to show them that you respect the fact that they are taking time away from such an important job to help you out with your cold calling."
5353337;"Government  - US";"publicsector";"“The U.S. Government often has easily available telephone numbers and contact information.  Certain departments or individuals within the U.S. Government may be difficult to speak with.  Long waits on the telephone are common and sometimes the U.S. Government uses automated phone systems.  Remember to keep in mind that the U.S. Government sometimes has operating hours that are limited or do not adhere to regular business hours.”"
5353341;"Government  - Canada";"publicsector";"Getting through to a government official might take some time, but once you are there you should be able to keep them on the line to hear your questions.  They are elected by you, after all.  It is important to keep it brief and to the point, however, so you do not start wasting their time.  They have a lot of important thing to do and people to serve, so make sure you do not waste too much time."
5353345;"Green";"green, science, tech";"The green technology and construction sector is a booming market with many potential successful sales pitches. With public awareness of global warming on the rise, make sure to emphasize the good that green products do for our planet. With the amazing technology in these products many of them outperform dirtier products while being more environmentally friendly. This increase in performance and decrease in pollution should be a killer sales combination."
5353349;"Graphic Design";"arts, business";"Getting someone from a graphic design company on the line may be an easy thing to do, as they are dealing with clients on a daily basis, but it may become difficult to keep them on the line.  Every moment is precious for them throughout the day, so treating them with a great deal of respect will help you get all of the information you can.  Ask the questions quickly and effectively and you should be fine."
5353353;"Health Care Professionals";"healthcare";"It is very easy to contact a hospital, nursing home or health care clinic by e-mail or telephone.  When contacting someone in the health care industry, it is important to remember that the person will react only as to how the call relates to his or her job.  Therefore, finding the correct person to answer your call is imperative.  It saves time and a lot of effort for both parties. Advertising their services on a website or street sign using personal testimonials is the best way to get the word out about a health care facility."
5353357;"Hospitality";"business, hospitality";"Hospitality businesses range from Mom and Pop operations to International  conglomerates. Know who to talk to before you pick up the phone. 

Most hospitality venues have budgets already allocated to trusted advertisers and promoters. To lure them in you’ll need to convince them you have access to a larger population of travelers that fit their niche. Know whether your pitching to a family-friendly chain, a romantic oasis for two, or a college break hang-out."
5353361;"Human Resources";"hr, business";"You're human resource person is a wearer of many hats. HR finds the right people, hires them and usually has a big say in how they are paid and even disciplined. Make it ultra-clear how you can help them improve and streamline their workload, by getting them the best candidates, the best training tools, legal help, or whatever it is your pitching, and you may well get their ear."
5353365;"Insurance Agents";"insurance, business";"Insurance people can reel off statistics and percentages, not to mention an array of anecdotes relating to accidents and fatalities, by the hour. That said, reels of numbers and fast-talking is not going to impress them. Instead, relay how and why your product, or idea, can reach potential customers for them, plainly and simply. If the interest is there be prepared to send over some charts, or a video. Statisticians love charts and visual aids."
5353369;"Internet";"tech";"Companies that that deal with the internet are usually quite easy to get on the line and collect numbers from, as they are already sitting at a desk ready to listen.  They may be willing to listen for a while but it is very important to get to point quickly so that they do not get antsy while on the line if they are not hearing anything of value.  Keep this in mind while making your cold calls."
5353373;"Internships";"interns";"When calling about internships, it is very important to be ready to collect information when on the phone. Have a pen and paper handy, as you may be directed to call someone else or send information in through the mail or email.  It can be challenging to find the person in charge of internships in a company, so set aside time for sitting on hold and being transferred several times during the phone call."
5353377;"International";"international";"International cold calls are full of opportunity, and fraught with risks. When performing an international cold call, it is vital that you understand the laws and customs of the country of the business you are calling. Nothing will ruin a good sales pitch faster than an accidental inter-cultural faux pas. Due to the differing regulatory atmospheres between different countries, you often can find immense benefits in international business. Know your customers, know your product, and there is a definite chance of international cold calling success."
5353381;"Janitorial";"business";"The janitorial industry is a fairly difficult market with low rates of new products and services, and low profit margins.  Owners of janitorial service businesses are typically busy and would have little time to talk on the phone. Make your pitch direct and on topic with an emphasis on how you can save the company time or money. There is value in cold calling businesses selling your janitorial services, many companies will switch service to anyone offering a better price"
5353385;"Law";"law, business";"Calling a law office may prove to be more difficult than most other places.  They are usually very busy and are often handling very important cases when you would be calling.  Finding a way to get past the red tape and to someone other than a receptionist will be harder than you think, but with a little bit of persistence and offering a friendly tone of voice, you will be able to get through it all and to the person you want to talk to."
5353389;"Legal";"law, business";"Calling a legal office may be easy to do, but getting on the phone with the right person will become increasingly difficult.  These places move a mile a minute and have no time to spend talking to someone that does not have their act together.  Be ready with all of your questions at the beginning of the call and you may have a chance to get all of your script out to the person on the other line."
5353393;"Library";"publicsector";"You may be able to stay on line with someone from the library for a good amount of time, as they can be very slow at certain points of the day.  Calling early, right when the place opens is a good idea to get the most attentive librarian to talk to.  Calling around 3 or 4, right when most schools get out, may be a bad idea because they will be extremely busy deal with young ones."
5353397;"Military";"publicsector";"The military has protocols for protocols. Don't be surprised if you must speak to several people, or send a green form in red ink. Stay calm. Remain polite. Be well-prepared. Have your key points clearly outlined. They should be 'you need me and why you need me.' The specific reasons being, because I am excellent, affordable, and fill a gaping hole in your superstructure. Follow up with a fax boldly outlining your points again."
5353401;"Museum";"publicsector, arts, nonprofit";"Cold Calling Tips For Museums
The best method of gathering information about contacts at museums is a preliminary visit. Most museums offer visitor brochures that provide contact information on the museum's executive board of directors, patrons and fund raising. Preliminary visits also help to determine the main focus of the museum's interests. Purchases for museums are generally managed by members of the board of directors. As a result, sales to museums take longer to complete."
5353405;"Music";"arts";"Calling a music store may yield some good opportunities to collect data, but it is important to approach the situation in the right way.  These stores usually have high school and college kids working there, so you would have to talk your way to the manager.  Once there, you should be able to get the information you need to successfully complete your research.  Some stores are more hostile then others, so keep this in mind before dialing."
5353409;"Nanny";"business";"Cold calling a nanny is a tricky situation. You have to get her attention quickly since she is likely to be distracted with children. It's best to have your main points ready and deliver them with confidence and energy within seconds. Make sure to adjust your scripts to fit this very unique situation. Quick and snappy is the way to go when you're cold calling nannies."
5353413;"Non Profit";"nonprofit";"Do your homework before you tackle a non-profit cold call. Some non-profits are huge with corresponding budgets. Others are quite small, with few discretionary funds. Some are managed by a neutral party. Meanwhile, in other cases the reins may be in the grasp of someone very vested  in the cause. These are points you should ascertain before calling. They will determine your tone and perhaps the services you choose to stress."
5353417;"Nursing";"business, healthcare";"Nurses can be a very difficult group of professionals to contact via telephone.  They are typically very busy with patients and assisting physicians.  In a doctor's office, the best way to contact a nurse is through the office staff.  The staff can determine if the product or service being offered would be of interest to the nursing staff, and they can relay the information to the appropriate nurse on staff."
5353421;"Outdoor";"outdoors, agriculture";"Calling outdoor places that deal with cleaning up parks and the like may be hard to do as they are generally out in the field.  Persistence is key in this situation and being ready for when you get them on the line is also very important.  Just know that you will have one shot at this, so you better make it good.  Have your questions memorized and ready to go for that lucky time when you get someone on the phone."
5353425;"Reality TV Casting Calls";"tv, arts";"Few people have their doors beaten down the way Reality TV Casting Directors do. Remember these people have seen it all. It won't be easy. Persistence counts. Once on the phone don't waffle. Be enthusiastic and be specific. Don't say you know this twenty-something with a great smile and nice legs. Say you have Julia Roberts circa the Mystic Pizza years, channeling her ""Pretty Woman."" Then back it up with a photo."
5353429;"Physician";"healthcare, business";"Physicians usually fill their days with patient appointments.  Talking to a physician on the phone can be quite a challenge.  In order to sell a new product to someone in this profession, a phone call will probably need to be made to someone on the office staff to start.  The staffer will determine if the topic of discussion will be interesting to the doctor, and then they will send the information to their boss."
5353433;"Real Estate";"realestate, business";"Real estate agents are usually very accessible by telephone; they are constantly taking calls from prospective property buyers and sellers.  However, they might not have time to take calls offering a service, even if it would be beneficial to their business.  In order to present a new product or service to them, a phone call to their assistant or office manager might be in order.  They are the keeper of the schedule."
5353437;"Religious";"nonprofit";"Calling religious organizations like churches usually is pretty easy.  They are generally very friendly people that are willing to give you as much information as possible.  When calling, remember to stay friendly and do not be short with them, and you should be able to get all the things you want from them.  Just ask the questions and treat them with as much respect as humanly possible and you should be able to get the job done."
5353441;"Ministry";"nonprofit";"Ministers are usually pretty receptive to phone calls.  However, they are very busy members of society who expect calls for their services.  They might not have time in their schedule to talk to someone offering products and services to make their jobs easier.  The first contact might be with the church secretary or maybe a lower-level minister at the church.  If the information warrants attention from the head minister, they will pass along the call."
5353445;"Retail";"retail, business";"Calling a retail store may prove to be very easy in the beginning but very hard as time goes on.  They almost always answer the phone but are reluctant to give you to anyone in charge as they are usually given strict orders not to let anyone past the gate.  Dealing with these gatekeepers in the nicest way possible could yield great results and get you in the front door with someone that can give you good information."
5353449;"Retirement";"business";"Calling a retirement home may be easier than most places.  Generally they are just watching the residents to make sure they are having a good time and their needs are taken care of, so getting them on the line for a few minutes of questions may be quite easy to do.  Just be friendly to whoever you get on the line and try to find the person in charge and you should be good to go."
5353453;"Sales";"business";"getting through to a sales associate is relatively easy, because they have to answer the phone in case of someone calling to buy something.  Where it becomes difficult is getting the right person on the phone.  These sales associates are told to not let cold callers through, so it is very important to stick with is and talk yourself up as much as possible.  This may be enough to get you through the gatekeepers and to the right person."
5353457;"Marketing";"marketing, business";"Calling a marketing firm will be pretty easy as compared to places like law offices and the like.  They spend their day on the phone or in person with people trying to drum up business for their company, so taking a few moments to answer a few questions will surely not be that big of a deal.  Just show them a great deal of kindness and interest in their business and they will surely help you out."
5353461;"Science";"science, publicsector, tech";"Calling science departments at colleges or just businesses that deal in the scientific trade may be hard to do.  They are generally busy and do not want to waste time on the phones. Just ask the questions quickly and effectively and they may be willing to go along with your cold calling.  Do not try to make small talk at the beginning of the call, as it will probably anger the person you are talking to."
5353465;"Ski and Snow";"recreation, business";"Businesses dealing in ski and snow equipment are largely seasonal so it is important that you are familiar with their particular sales periods. When trying to engage owners through a cold call it is essential that you let them know immediately what you can do for their business and then give them options. Products on the ski and snow equipment market are constantly being improved and updated so knowing what features are new is a benefit."
5353469;"Skilled Trades";"business";"When it comes to skilled trades such as plumbing, construction and the like, it may be hard to get them to give you a moment of their time.  They are usually very busy and do not want their time to be compromised.  It is important to show them that you respect their business and are grateful for the time when you start the conversation.  If they do not want to talk then, just let them know you will call back at a better time the follow up."
5353473;"Sports";"business";"Sports businesses cater to fans, or to players. Memorabilia sellers want to know you offer something different, or rare. Their buyers know their stuff and will not be impressed with information everyone knows. Bone up on your sports trivia before wooing these businesses.  

Players, on the other hand,  want equipment, good equipment that they can afford. Stress to these businesses that you'll get the word out that their stuff is well-made, durable and affordable."
5353477;"Tourism";"recreation, business";"People in the tourism industry  are looking for great deals that they can pass along to their customers. Tourism is a seasonal industry. Find out when their off season is and see if you can't offer them specials. The tourism industry is always looking for ways to bring in new clients during slow times. When cold calling people in the tourism industry, remember that it's all about the deal. Find them the best deal and pitch it first."
5353481;"Trucking";"business";"The key to cold calling people in the trucking industry with a service is to mention all of the positives of whatever service you are offering quickly, because these people do not have very much time to spend on the line because they have to focus on the road and getting to their location. Just make sure to keep your scripts short and use very simple language. Remember that monetary incentives appeal to them very much, so mention anything that might make them more money first."
5353485;"Union";"business";"When making cold calls to a union ran business, it is important to sell to their unique mindset. Make sure your pitch includes how your product or service will benefit all employees, not just the bottom line. Companies with union employees will typically have someone responsible for taking sales calls, so time constraints should not be too much of an issue. Just keep everything business like but slightly friendly and cold call sales from union businesses should be no problem."
5353489;"Volunteer Opportunities";"nonprofit";"Cold calling individuals in regards to volunteer opportunities is generally an easier task than in any other setting because people are more receptive to volunteer situations. Whether you are looking for potential volunteers or inquiring about a volunteer opportunity for yourself, people will give you the time to explain what you are interested in because of the type of situation. Make sure that you are especially descriptive and exact in what is needed for the best response."
5353493;"Web Design";"arts, business, tech";"Web design is a booming industry, constantly changing and growing. Websites need to be well organized and pleasing to the eye. However, not many small businesses can afford a massive web design budget that larger companies can. Today, an online presence is important. Try offering email capture and social networking exposure in an all inclusive package to make the web design price more valuable to small business owners."
5353497;"Winery";"business, arts";"Wineries are easy contact and easy to access numbers. Often open to the public for limited times with long production hours, it may require creativity with keeping them on the phone. Research when the winery is open to the public and any events they may have frequently. This will help in finding better times to call. When on the phone, keep your script short and pointed while still creating excitement."
5353501;"Work from Home";"business";"Work from home businesses can be some of the best opportunities for cold calling because most of them are looking for ways to improve their business. If you offer them a product that will do just that, then you will find that opportunity for sales is waiting around every corner. When you cold call with scripts, keep in mind that some of the best opportunities are those that have not been discovered yet."
5353505;"Automotive";"business";"Many automotive shops are rather busy and will more than likely not have someone readily avaialble to talk to you right away. It is ideal to make an appointment with the owner or manager of the automotive shop so that you can discuss your script in full with him or her. Your script needs to include pertinenet information in regards to things that will benefit the company. Most mechanics are pressed for time so it is important for you to be ready to quicky rattle off as much information as you can in as little time as possible. Being prepared is the only way that you are going to be able to accomplish this goal."
5353509;"Manufacturing";"business";"Cold Calling Techniques for Manufacturing
Manufacturing is comprised of various departments each with initial contacts. This is why it's so important to know who is the most receptive contact at manufacturing facilities. This also depends on the service or product to be promoted. In manufacturing, look for contacts in the purchasing department. Keep in mind that purchasing agents make final decisions on purchases before corporate authorization is approved on a firm purchase for the facility."
5353513;"Real Estate Agents";"realestate, business";"Real estate offices are a great place to market products and services. Generally speaking, real estate offices are filled with people that have money to spend. They are in sales, and this market segment is interested in ways to increase their business. They are an extremely captive audience to services and products that increase their productivity. If a real estate office feels a product or service is valuable, there is a good chance for a long term business relationship."
5353517;"Health Care";"healthcare";"""Health care professionals are sometimes hard to get a hold of due to busy practices.  Many health care professionals are quick on the phone.  Keep in mind that most health care workers are highly educated individuals, so being direct and to the point can be helpful.  If the health care professional is not available make sure to have the receptionist schedule a specific time and date for an appointment."""
5353521;"Banking";"finance, business";"When you attempt to cold call a bank, it is important to realize that not all banks will be willing to talk to you. There are some banks that prohibit employees from taking cold calls from companies. If you find that an employee says they are prohibited from talking to you, you need to ask to speak to the manager that is on duty and try to discuss business with him or her."
5353525;"Insurance";"insurance, business";"Insurance companies are usually easy to speak with but it could be hard to get in touch with them at first. Get right to the point when getting in touch with insurance companies so you and the person your speaking with can get the most out of the time and effort. Try offering them creative ways to get them more potential clients. Clients are the way insurance companies make their money and expand."
5353529;"Retail Sales";"business, retail";"Retail businesses are subject to numerous cold calls, often on a daily basis. The key to standing out amongst the others is to take the person on the other end of the line into consideration. Customers are the number one priority of retail businesses. If a shop owner or employee is busy with a customer, they do not want to deal with a cold call. Ask if they have a moment, do not ask when the best time to call back is because they do not know when a customer will arrive. If you are told they are busy, respect that and tell them you will try another time."
5353533;"Business Services";"business, freelancers";"Cold calls selling business services are among the best returners around. Many companies are looking to cut in-house expenditures on their business services, and save money but outsourcing those jobs to a third party. If you are pitching a business service, now is a great time to be doing so. When pitching business services stay professional and emphasize bottom line returns and your companies customer support skills. If you can do a job for a company, and save them money on the process, your business services cold calls should do just fine."
5353537;"Energy";"business";"Companies that deal in energy may be easy to get in touch with but will ultimately be a hassle to deal with when it comes to talking to the person in charge.  Dedication to finding the right person in charge will ultimately get you on the phone with the right person.  Dealing with energy companies ultimately comes down to persistence and knowing where to find the right leads.  If you stay strong and continue calling them, then you will be successful."
5353541;"Non-profit";"nonprofit, publicsector";"Non-Profit entities are easy to personally visit or call. They are in the business of helping people, and this enthusiasm extends to everybody. One of the most successful ways to gain market share with Non-Profits is by taking it slow, and not using any high pressure tactics. The Non-Profit sector is not fickle, and will continue doing business with trusted vendors for a long period of time."
5353545;"Government";"publicsector";"Phone numbers for government agencies are easy to find. The challenge is actually getting someone on the phone. Typically you have to go through a lot of automated selections on their phone systems. Considering it is challenging to get a live person on the phone, it is important to have all the information you need available to share on your first call. Calling back will increase your investment in time significantly as waiting is common."
5353549;"Public Sector";"publicsector";"The public sector cold calling process can be a bit different from most others, as many public sector contracts require a competitive bidding process. However, cold calling with the intent of raising awareness of your product or service can be very beneficial to building relationships down the road. Most public sector offices have a person whose job it is to discuss sales so feel no time pressure on these calls. Put your best pitch together and there is some potential for progress in this field."
5353553;"Charity";"nonprofit";"Charity organizations constantly receive calls from individuals looking for assistance, as well as persons looking to donate money and time.  Charities are very open to accepting assistance from those individuals and companies looking to support their cause.  Charities will open their doors to anyone who is looking for the assistance that the charity can provide.  Those in need should have no problems contacting the appropriate folks for help."
5353557;"501(c)(3)";"nonprofit";"501(c)(3) organizations are private foundations and public charities. These non-profit organizations are tax exempt. It may be difficult to obtain the phone number of the appropriate person to call, but the main phone number of the organization should be able to direct you to the right person. These charities may give away money for specific causes, but for the most part, money at these non-profits is tight. You may want to focus on cost savings, but raising support or increasing supporter loyalty work as well."
5353561;"501c3";"nonprofit";"When contacting a 501c3 company, it is important to know that are a non-profit entity. Provide information that relates to non-profits. Contacting them and using a selling point of making a profit will not be beneficial. It is also important to note that some 501c3 companies have small staffs as a non-profit (while others have large ones). Be prepared to leave a message and wait for a call back, leave you phone and email address."
